question,ground_truth,namespace
What medications are used in the acute management of epistaxis?,"Acute management of epistaxis begins with local hemostatic measures. Chemical cauterization using silver nitrate sticks applied to the bleeding point under direct visualization is effective for anterior epistaxis. Local anesthesia with lignocaine and adrenaline spray reduces discomfort and promotes vasoconstriction. Tranexamic acid, an antifibrinolytic agent, may be given topically or systemically to reduce bleeding, particularly in patients on anticoagulants. Nasal packing with oxidized cellulose, gelatin foam, or calcium alginate dressings provides local hemostasis. In hereditary hemorrhagic telangiectasia, bevacizumab applied topically or systemically targets VEGF-mediated angiogenesis. Reversal of anticoagulants with vitamin K, protamine, or idarucizumab for dabigatran is required in anticoagulant-related epistaxis.",medication_knowledge
What is the appropriate management of a peritonsillar abscess?,"The management of peritonsillar abscess involves immediate drainage of the abscess either by needle aspiration or incision and drainage under local anesthesia, providing rapid pain relief and diagnostic confirmation. Needle aspiration is effective in the majority of cases and avoids the need for formal incision. Intravenous benzylpenicillin combined with metronidazole covers Group A streptococcus and oral anaerobes responsible for the mixed flora. Patients are transitioned to oral amoxicillin-clavulanate or penicillin and metronidazole on clinical improvement for a total of 10 to 14 days. Adequate hydration, analgesia with NSAIDs and paracetamol, and corticosteroids to reduce swelling are adjunctive measures. Interval tonsillectomy after 6 to 8 weeks is recommended after a first episode in adults.",medication_knowledge
What is the treatment of Ludwig's angina?,"Management of Ludwig's angina requires simultaneous management of the airway and treatment of the infection. Securing the airway by awake fibreoptic intubation or surgical airway with tracheostomy is the immediate priority as orotracheal intubation may be impossible due to trismus and floor of mouth induration. High-dose intravenous antibiotics covering aerobic streptococci and oral anaerobes are essential: a combination of amoxicillin-clavulanate, or benzylpenicillin with metronidazole, or a carbapenem in severe cases. Surgical decompression of the submandibular, sublingual, and submental spaces through external neck incisions is performed to drain pus and relieve pressure on the airway. Corticosteroids may be used adjunctively to reduce edema. ICU monitoring is required for airway surveillance.",medication_knowledge
What is the medical management of chronic rhinosinusitis?,"Medical management of chronic rhinosinusitis involves a stepwise approach starting with intranasal corticosteroid sprays such as mometasone furoate or fluticasone propionate as the mainstay of treatment, which reduces mucosal inflammation, edema, and polyposis. High-volume nasal saline irrigation with isotonic or hypertonic saline improves mucociliary clearance and removes allergens and biofilm. Short courses of systemic corticosteroids are used for chronic rhinosinusitis with nasal polyps to achieve rapid reduction in polyp size. Macrolide antibiotics such as clarithromycin 250 mg daily for 12 weeks exert anti-inflammatory rather than antimicrobial effects in non-eosinophilic chronic rhinosinusitis. Biologic agents targeting IL-4, IL-5, and IL-13 pathways including dupilumab and mepolizumab are licensed for severe eosinophilic chronic rhinosinusitis with nasal polyps refractory to standard treatment.",medication_knowledge
What are the indications for functional endoscopic sinus surgery?,"Functional endoscopic sinus surgery is indicated when maximal medical therapy including intranasal corticosteroids, saline irrigation, and appropriate antibiotic courses has failed to control symptoms of chronic rhinosinusitis with or without nasal polyps. It is also indicated for complications of sinusitis including orbital and intracranial involvement, mucocele causing displacement of adjacent structures, fungal sinusitis requiring clearance of mycetoma, antrochoanal polyp, and sinonasal tumors. Preoperative CT scan of the paranasal sinuses in the coronal plane is essential for surgical planning, identifying anatomical variations and disease extent. The objective is to restore normal sinus ventilation and drainage by widening natural ostia and removing obstructive tissue while preserving normal mucosa.",medication_knowledge
What is the management of sudden sensorineural hearing loss?,"Sudden sensorineural hearing loss is an otological emergency requiring prompt treatment initiated ideally within 72 hours of onset for best outcomes. High-dose systemic corticosteroids are the standard treatment, with prednisolone 1 mg per kg per day up to 60 mg for 10 days followed by a taper. Intratympanic methylprednisolone or dexamethasone is offered as salvage therapy for those with inadequate response to systemic steroids or as primary treatment if systemic steroids are contraindicated due to diabetes or other conditions. Antiviral agents such as valaciclovir are added if viral etiology is suspected. Vasodilators, hyperbaric oxygen therapy, and anticoagulants have been used with variable evidence. Cochlear implantation is considered for profound bilateral sudden loss.",medication_knowledge
What are the principles of post-tonsillectomy pain management?,"Post-tonsillectomy pain management requires a multimodal approach balancing adequate analgesia with the risk of secondary hemorrhage. Regular paracetamol and ibuprofen are the recommended first-line analgesics. NSAIDs including ibuprofen are safe and effective in reducing post-tonsillectomy pain and do not significantly increase the risk of post-operative bleeding at standard doses. Codeine-containing preparations are contraindicated in children after tonsillectomy following reports of life-threatening respiratory depression due to ultra-rapid codeine metabolism. Dexamethasone administered intraoperatively reduces post-operative nausea, vomiting, and pain and decreases the need for rescue analgesics. Cold fluids and diet are encouraged as swallowing activity reduces the risk of secondary hemorrhage.",medication_knowledge
What is the role of proton pump inhibitors in the treatment of laryngopharyngeal reflux?,"Laryngopharyngeal reflux is caused by reflux of gastric acid and pepsin into the laryngopharynx causing mucosal injury. Proton pump inhibitors are the cornerstone of pharmacological treatment, significantly reducing gastric acid secretion by irreversibly blocking the hydrogen-potassium ATPase pump in the gastric parietal cells. They are typically prescribed at twice-daily dosing 30 minutes before meals as the laryngopharynx is more sensitive to acid damage than the esophagus and requires higher acid suppression. Omeprazole, lansoprazole, and esomeprazole are commonly used. Treatment duration is typically 3 to 6 months. Alginate preparations provide an additional physical barrier. Lifestyle modifications including elevation of the head of the bed, dietary modification, and weight reduction are essential adjuncts.",medication_knowledge
What is the appropriate management of a thyroid lump identified as papillary thyroid carcinoma?,"Management of papillary thyroid carcinoma depends on tumor size, lymph node involvement, and distant metastasis. For low-risk papillary carcinoma under 1 cm, active surveillance may be appropriate. For tumors above 1 cm, total thyroidectomy is the standard surgical treatment as it allows complete removal, facilitates radioactive iodine ablation of remnant tissue, and simplifies monitoring with thyroglobulin. Central neck dissection is performed when lymph node involvement is detected. Postoperative radioactive iodine-131 ablation is recommended for intermediate and high-risk disease to destroy residual thyroid tissue and treat occult metastasis. Thyroid-stimulating hormone suppression therapy with levothyroxine reduces the risk of recurrence. Long-term surveillance includes thyroglobulin monitoring and neck ultrasound.",medication_knowledge
What is the treatment for benign paroxysmal positional vertigo?,"Canalith repositioning procedures are the primary treatment for benign paroxysmal positional vertigo. The Epley maneuver is highly effective for posterior canal BPPV, moving dislodged otoconia from the posterior canal back into the utricle through a series of specific head position changes. Success rates exceed 90 percent with one or two procedures. The Semont maneuver is an alternative for posterior canal BPPV. Horizontal canal BPPV is treated with the Gufoni maneuver or barbeque roll maneuver. Vestibular sedative medications such as prochlorperazine or dimenhydrinate are not effective for the underlying canal lithiasis but may relieve acute nausea. They should not be used long-term as they suppress central vestibular compensation. Surgery on the posterior canal is reserved for rare intractable cases.",medication_knowledge
What drugs are contraindicated or should be used with caution in patients with sudden sensorineural hearing loss on anticoagulant therapy?,"Patients on anticoagulant therapy presenting with sudden sensorineural hearing loss require careful medication management. High-dose systemic corticosteroids can impair diabetic control and require dose adjustment of antidiabetic medications. Intratympanic steroids are preferred in such patients to avoid systemic side effects. Aspirin and other NSAIDs used for pain should be avoided or used with extreme caution as they potentiate anticoagulant effect increasing bleeding risk, particularly intracochlear or inner ear hemorrhage which may itself be the cause of sudden hearing loss. Aminoglycoside antibiotics are absolutely contraindicated due to their cochleotoxicity and ototoxicity which would worsen hearing loss. Diuretics particularly furosemide are ototoxic in high doses or in combination with aminoglycosides.",medication_knowledge
What is the management of vocal cord nodules?,"Vocal cord nodules are bilateral symmetrical epithelial thickenings at the junction of the anterior one-third and posterior two-thirds of the vocal cords resulting from vocal trauma and hyperfunction. Conservative management with voice therapy led by a speech and language therapist is the mainstay of treatment and is effective in the majority of cases, addressing the underlying vocal habits, breath support, resonance, and phonation technique. Voice rest allows mucosal recovery and should be recommended acutely but prolonged voice rest is discouraged. Treatment of laryngopharyngeal reflux with proton pump inhibitors is important when reflux coexists. Surgical microlaryngoscopy with cold steel excision under general anesthesia is reserved for cases unresponsive to voice therapy and when the nodule is fibrous and no longer amenable to behavioral modification.",medication_knowledge
What is the appropriate treatment for epiglottitis?,"Acute epiglottitis is a medical emergency requiring immediate airway management as the highest priority. The child should not be disturbed or distressed as agitation worsens obstruction. Intravenous access, examination of the throat, and any intervention should be performed only in a controlled setting with anaesthetic and surgical airway support available. Intubation in the operating room under inhalational anaesthesia is the safest approach. Intravenous ceftriaxone or cefuroxime provides broad-spectrum coverage against Haemophilus influenzae type b and other causative organisms. Corticosteroids including dexamethasone are given intraoperatively and post-operatively to reduce supraglottic edema and shorten the duration of intubation. The endotracheal tube is typically removed after 24 to 48 hours when edema has resolved.",medication_knowledge
What is the role of intratympanic corticosteroids in the management of Meniere's disease?,"Intratympanic corticosteroid injection offers targeted delivery of high local concentration of steroids to the inner ear via diffusion through the round window membrane, with minimal systemic side effects. Methylprednisolone and dexamethasone are the agents most commonly used. Dexamethasone readily crosses the round window membrane due to its hydrophilic properties. The mechanism may involve modulation of endolymphatic fluid homeostasis, reduction of inner ear inflammation, and regulation of ion transport in the stria vascularis. It is indicated as an intermediate step for Meniere's disease inadequately controlled by medical therapy before proceeding to ablative procedures. Typically three to four injections are administered over one to two weeks. Response rates for vertigo control are approximately 70 to 80 percent.",medication_knowledge
What is the appropriate antibiotic choice for an adult with chronic suppurative otitis media presenting with purulent otorrhea?,"Chronic suppurative otitis media with otorrhea requires microbiological assessment with ear swab culture and sensitivity testing before committing to antibiotic therapy as the bacteriology is variable. Common organisms include Pseudomonas aeruginosa, Staphylococcus aureus, and Proteus mirabilis in long-standing cases. Topical antibiotic eardrops are preferred over systemic antibiotics for uncomplicated otorrhea. Ciprofloxacin eardrops are the treatment of choice due to their excellent anti-pseudomonal activity and safety profile in the middle ear. Aminoglycoside-containing drops such as gentamicin are used but are potentially ototoxic if the integrity of the round window is compromised. Thorough aural toilet by microsuction is an essential component of management. Systemic antibiotics are reserved for complications or when topical therapy is inadequate.",medication_knowledge
What are the side effects of topical nasal corticosteroids?,"Topical intranasal corticosteroids are generally well-tolerated with minimal systemic absorption. Local side effects include epistaxis, nasal crusting, nasal irritation, dryness, and rarely septal perforation with long-term use or incorrect administration technique. The spray should be directed away from the nasal septum toward the lateral wall to minimize septal contact. Stinging or burning on application is a common complaint with aqueous sprays. With older formulations including beclomethasone, minimal systemic absorption occurs and growth suppression was a concern in children with long-term use. Newer intranasal corticosteroids including mometasone and fluticasone furoate have very low systemic bioavailability of less than 1 percent making them safer for children. Cataract and glaucoma risk exists with prolonged use in predisposed individuals.",medication_knowledge
What is the treatment for acute viral laryngitis?,"Acute viral laryngitis is caused most commonly by rhinovirus, influenza, or parainfluenza virus and is generally a self-limiting condition. Management is conservative with voice rest, adequate hydration, steam inhalation, and avoidance of mucosal irritants including smoking and alcohol. Systemic antibiotics are not indicated unless bacterial secondary infection is suspected based on purulent secretions, high fever, and toxic appearance. Anti-inflammatory analgesics provide symptomatic relief. Steam inhalations and throat lozenges improve comfort. Professional voice users including teachers and singers may require a short course of systemic corticosteroids to accelerate resolution when complete voice rest is not feasible. Total voice rest for more than a few days is not recommended as it may delay natural mucosal healing.",medication_knowledge
What is the management of croup in children?,"Management of croup depends on disease severity assessed by the Westley croup score. Mild croup is managed at home with reassurance and comfort measures, as crying worsens obstruction. Oral or nebulized dexamethasone 0.15 to 0.6 mg per kg as a single dose is the cornerstone of treatment in all but the mildest cases and has been shown to reduce the severity and duration of symptoms and need for medical attendance. For moderate to severe croup with stridor at rest, nebulized adrenaline 0.5 ml per kg of 1 in 1000 solution provides rapid but temporary relief of airway obstruction by vasoconstriction, lasting 2 to 4 hours, necessitating observation for rebound. Mist therapy is not evidence-based. Oxygen is given for hypoxia.",medication_knowledge
What are the indications and complications of tracheostomy?,"Tracheostomy is indicated for upper airway obstruction that cannot be managed by less invasive means, prolonged mechanical ventilation to reduce complications of long-term endotracheal intubation, protection of the lower airway from aspiration in patients with reduced laryngopharyngeal reflexes, clearance of excessive tracheo-bronchial secretions, and as part of major head and neck surgery. Complications include early complications such as hemorrhage, tube displacement, subcutaneous emphysema, and pneumothorax, and late complications including tube obstruction, tracheomalacia, tracheal stenosis at the level of the stoma, tracheoinnominate artery fistula, and tracheoesophageal fistula. Decannulation should be planned as early as possible with a gradual weaning protocol once the indication for tracheostomy has been resolved.",medication_knowledge
What is the role of dupilumab in the treatment of chronic rhinosinusitis with nasal polyps?,"Dupilumab is a monoclonal antibody targeting the IL-4 receptor alpha subunit, blocking signaling of both IL-4 and IL-13, key cytokines in type 2 eosinophilic inflammation. It is licensed as add-on maintenance therapy for severe chronic rhinosinusitis with nasal polyps in adults inadequately controlled by intranasal corticosteroids and surgery. Clinical trials have demonstrated significant reductions in nasal polyp score, nasal obstruction severity, loss of smell, and the need for systemic corticosteroids and surgery. It is administered subcutaneously every two weeks at a dose of 300 mg. Common side effects include injection site reactions, nasopharyngitis, and headache. It is particularly effective in patients with comorbid asthma and aspirin-exacerbated respiratory disease, providing disease control across the unified airway.",medication_knowledge
What is the appropriate management of a neck space abscess?,"A neck space abscess requires prompt recognition, imaging assessment, and definitive management. Contrast-enhanced CT scan of the neck delineates the extent of the abscess, identifies involved spaces, and detects complications including thrombophlebitis of the internal jugular vein. Intravenous broad-spectrum antibiotics covering oral streptococci and anaerobes are commenced immediately: amoxicillin-clavulanate combined with metronidazole, or a combination of ampicillin, metronidazole, and clindamycin. Surgical drainage under general anesthesia is required for large abscesses, failure to improve on antibiotics, and airway compromise. The primary dental or tonsillar source requires concurrent treatment. In descending necrotizing mediastinitis, a rare but life-threatening complication, thoracic surgical drainage is additionally required.",medication_knowledge
What is the management of post-operative secondary haemorrhage after tonsillectomy?,"Secondary post-tonsillectomy haemorrhage occurs 5 to 10 days after surgery, most commonly due to sloughing of the tonsillar fossa eschar and secondary infection. Patients with any active bleeding should be admitted immediately. Initial management includes intravenous access, full blood count, coagulation screen, group and save, and intravenous fluids. Topical hemostatic measures in the emergency department include applying ice packs, hydrogen peroxide gargles, and direct pressure. Intravenous tranexamic acid reduces bleeding. Persistent or severe haemorrhage requires return to theatre for surgical haemostasis under general anaesthesia using bipolar diathermy or suture ligature. Intravenous antibiotics may be required for infected fossa. Fresh frozen plasma and blood transfusion are given if haemorrhage has been significant.",medication_knowledge
What is the appropriate treatment for otomycosis?,"Treatment of otomycosis requires thorough aural toilet by microsuction or dry mopping to remove all fungal debris, which is essential as antifungal agents cannot penetrate mycotic debris. Topical antifungal preparations are then applied to the cleaned canal. Clotrimazole 1 percent solution applied three times daily for at least four weeks is highly effective for Aspergillus and Candida species. Nystatin drops are an alternative for Candida. Acetic acid 2 percent solution acidifies the canal environment, inhibiting fungal growth, and is safe for routine use. Patients should be advised to keep the ear dry and avoid swimming or water exposure during treatment. Recurrence is common in patients with predisposing factors such as diabetes and immunosuppression, who may require prolonged treatment.",medication_knowledge
What is the drug management of allergic rhinitis in a patient who also has asthma?,"In a patient with co-existing allergic rhinitis and asthma representing unified airway disease, management should address both conditions simultaneously. Intranasal corticosteroids are the first-line treatment for rhinitis and have been shown to reduce asthma exacerbations and airway hyperresponsiveness by reducing systemic inflammatory mediator load and nasal inflammatory products entering the lower airway. Montelukast, a leukotriene receptor antagonist, provides benefit for both allergic rhinitis and mild-moderate asthma and is a useful add-on agent in the unified airway. Second-generation antihistamines control rhinitis symptoms but have minimal effect on asthma. Allergen-specific immunotherapy addresses the underlying allergic mechanism and can improve both conditions simultaneously. Inhaled corticosteroids treat the lower airway component.",medication_knowledge
What is the perioperative management of a patient undergoing total parotidectomy?,"Perioperative management of total parotidectomy includes preoperative facial nerve mapping with nerve integrity monitoring electrode placement, which provides real-time electrical assessment of facial nerve function during dissection. The facial nerve monitoring system with continuous electromyographic surveillance is standard care. Intraoperatively, muscle relaxants are avoided after intubation to maintain nerve stimulation response. Meticulous dissection along the facial nerve branches using a nerve stimulator prevents inadvertent injury. Postoperatively, wound drain management and monitoring for haematoma are important. Frey syndrome, auriculotemporal nerve-mediated gustatory sweating over the parotid region, is a delayed complication occurring in up to 30 percent of patients and is managed with topical anticholinergic agents such as glycopyrronium.",medication_knowledge
What is the treatment for laryngopharyngeal reflux-induced posterior laryngitis?,"Laryngopharyngeal reflux causing posterior laryngitis requires aggressive acid suppression combined with lifestyle modification. Proton pump inhibitors are prescribed twice daily before meals at a full therapeutic dose, most commonly omeprazole 20 to 40 mg or esomeprazole 40 mg twice daily for a minimum of 3 to 6 months, as the laryngeal mucosa requires a longer treatment period to heal compared to esophageal mucosa. H2 receptor antagonists provide additional nighttime acid suppression. Alginate preparations form a physical raft preventing reflux episodes. Lifestyle modifications include raising the head of the bed, avoiding meals within 3 hours of sleep, reducing acidic foods, coffee, alcohol, carbonated beverages, high-fat meals, and maintaining healthy weight. If symptoms persist despite adequate therapy, impedance-pH monitoring should be performed.",medication_knowledge
What are the indications for surgical management of thyroid cancer and what surgical procedure is performed?,"Surgical management of differentiated thyroid carcinoma including papillary and follicular types involves total thyroidectomy for tumors greater than 1 cm, bilateral disease, extrathyroidal extension, or lymph node metastasis. Total thyroidectomy facilitates postoperative radioactive iodine therapy and serum thyroglobulin monitoring. Hemithyroidectomy is acceptable for low-risk papillary microcarcinoma under 1 cm in a single lobe. Central neck dissection of level VI lymph nodes is performed for clinically involved nodes and is considered prophylactically by many surgeons for papillary carcinoma due to its high rate of occult nodal involvement. Modified radical neck dissection of lateral compartment nodes is performed for lateral cervical lymphadenopathy. Anaplastic thyroid carcinoma surgery aims at airway preservation rather than cure due to its aggressive behavior.",medication_knowledge
What is the management of obstructive sleep apnea in adults?,"Management of obstructive sleep apnea in adults depends on severity classified by the apnea-hypopnea index on polysomnography. Lifestyle modifications including weight reduction, positional therapy to avoid the supine position, alcohol avoidance, and smoking cessation are recommended in all patients. Continuous positive airway pressure is the gold standard treatment for moderate to severe OSA with AHI above 15 per hour, delivering pressurized air through a nasal or full-face mask to maintain upper airway patency during sleep. Mandibular advancement devices are an alternative for mild to moderate OSA and for patients intolerant of CPAP. Surgical options include uvulopalatopharyngoplasty, tongue base procedures, and upper airway stimulation therapy with a hypoglossal nerve stimulator for patients with moderate-severe OSA who fail CPAP.",medication_knowledge
What is the appropriate antibiotic treatment for acute mastoiditis?,"Acute mastoiditis requires prompt intravenous antibiotic therapy targeting the most common causative organisms including Streptococcus pneumoniae, Streptococcus pyogenes, Staphylococcus aureus, and Haemophilus influenzae. Intravenous ceftriaxone or a combination of amoxicillin-clavulanate provides appropriate coverage. If Staphylococcus aureus is suspected particularly in patients who have failed initial therapy, anti-staphylococcal agents should be added. Intracranial complications require coverage of anaerobes with metronidazole addition. Duration of intravenous therapy is typically 7 to 14 days depending on clinical response. Cortical mastoidectomy is performed for coalescent mastoiditis with bony destruction, subperiosteal abscess not responding to needle aspiration, intracranial complications, and failure to improve on intravenous antibiotics. Myringotomy provides drainage and material for culture.",medication_knowledge
What are the treatment options for nasal polyps and what is the role of surgery?,"Medical management is first-line for nasal polyposis, with intranasal corticosteroid sprays significantly reducing polyp size, nasal obstruction, and sense of smell impairment. Short courses of systemic corticosteroids such as prednisolone 30 to 40 mg daily for 5 to 10 days produce rapid and marked polyp shrinkage before surgery or as rescue therapy for acute exacerbations. Functional endoscopic sinus surgery is indicated for polyps unresponsive to adequate medical therapy, causing significant nasal obstruction and anosmia, or associated with refractory sinusitis. The aim of surgery is to improve access for postoperative topical corticosteroid delivery and restore sinus drainage rather than to cure polyposis. Biologic agents including dupilumab, mepolizumab, and benralizumab are licensed for severe eosinophilic nasal polyposis refractory to surgery and steroids.",medication_knowledge
What is the role of hearing aids in the management of sensorineural hearing loss?,"Hearing aids are the primary rehabilitation tool for mild to severe sensorineural hearing loss. They amplify sound, particularly in the high-frequency range most commonly affected in sensorineural loss, improving speech understanding in quiet and noise. Modern digital hearing aids incorporate noise reduction algorithms, directional microphones, feedback suppression, and Bluetooth connectivity. Bilateral fitting is preferred to preserve binaural hearing advantages for speech intelligibility in noise, sound localization, and quality of life. Bone-anchored hearing aids, or BAHA, are indicated for conductive and mixed hearing loss and single-sided deafness. Cochlear implantation is indicated for profound bilateral sensorineural hearing loss with poor speech discrimination scores not adequately rehabilitated by conventional hearing aids. Trial of amplification before cochlear implant assessment is recommended.",medication_knowledge
What is the appropriate management of a parapharyngeal abscess?,"Parapharyngeal abscess is a deep neck space infection in the parapharyngeal space lateral to the pharynx requiring prompt management due to risk of life-threatening complications including airway compromise, internal jugular vein thrombophlebitis, and carotid artery erosion. Management requires immediate intravenous broad-spectrum antibiotics covering oral streptococci and anaerobes, such as co-amoxiclav with metronidazole or ampicillin-sulbactam. Contrast-enhanced CT scan of the neck is essential to confirm diagnosis and define surgical anatomy. Surgical drainage is the definitive treatment, typically through an external transcervical approach under general anesthesia, allowing thorough drainage of the parapharyngeal and adjacent spaces. External carotid artery ligation may be required for carotid involvement. Airway management should be planned preoperatively.",medication_knowledge
What is the indication and technique for endoscopic sinus surgery in sinusitis?,"Functional endoscopic sinus surgery is indicated for medically refractory chronic rhinosinusitis after failure of at least 12 weeks of maximal medical therapy. The technique targets the ostiomeatal complex, the final common drainage pathway of the anterior ethmoid, maxillary, and frontal sinuses, to restore natural sinus ventilation. Uncinectomy is the initial step, followed by middle meatal antrostomy to widen the maxillary sinus ostium, anterior and posterior ethmoidectomy as required, and sphenoidotomy and frontal sinus drainage procedures for disease in these sinuses. Intraoperative image guidance using preoperative CT data reduces the risk of orbital and intracranial complications. Powered microdebriders and angled scopes have improved access to complex anatomy. Postoperative sinonasal saline irrigation and topical steroid delivery are critical to surgical success.",medication_knowledge
What are the causes and management of post-laryngectomy voice rehabilitation?,"Total laryngectomy for advanced laryngeal carcinoma results in permanent separation of the respiratory and digestive tracts with a permanent tracheostoma. Voice rehabilitation is a critical aspect of postoperative care with three options. Tracheoesophageal prosthesis placement, either primary at the time of laryngectomy or secondary, creates a puncture through which air from the trachea is directed into the esophagus, producing voicing. The prosthesis must be changed regularly and aspiration of fluid is a complication. Oesophageal speech involves swallowing air and releasing it in a controlled manner to vibrate the pharyngoesophageal segment, requiring extensive practice. Electrolarynx devices provide mechanical vibration when held against the neck, producing a robotic voice quality. Most patients use a combination of methods.",medication_knowledge
What are the risks and management of anticoagulant use in ENT surgery?,"Anticoagulant and antiplatelet medications significantly increase the risk of intra-operative and post-operative haemorrhage in ENT surgery. Warfarin should be stopped 5 days before surgery with target INR below 1.5. High-thromboembolic-risk patients require bridging with low-molecular-weight heparin. Direct oral anticoagulants including rivaroxaban, apixaban, and dabigatran should be stopped 24 to 48 hours before surgery, 48 to 72 hours for procedures with high bleeding risk. Aspirin may be continued for cardiac stents but should be stopped for head and neck surgery with high bleeding risk. Perioperative management requires close liaison with the prescribing cardiologist or haematologist. Reversal agents including idarucizumab for dabigatran and andexanet alfa for factor Xa inhibitors are available for emergency situations.",medication_knowledge
What is the medical management of tinnitus?,"Tinnitus management is directed at reducing distress and improving quality of life as no pharmacological agent is proven to eliminate the tinnitus percept itself. Sound therapy using white noise generators, broadband sound, or music reduces tinnitus awareness through habituation and partial masking of the tinnitus signal. Cognitive behavioral therapy is the psychological intervention with the strongest evidence base for improving tinnitus-related distress, anxiety, and insomnia. Tinnitus retraining therapy combines directive counseling explaining the neurophysiological model with sound therapy. Treatment of underlying causes including wax removal, middle ear disease, and hypothyroidism may resolve tinnitus. Antidepressants and anxiolytics address comorbid anxiety and depression. Hearing aids in patients with concurrent hearing loss reduce the contrast that drives tinnitus perception.",medication_knowledge
What is the treatment protocol for recurrent respiratory papillomatosis?,"Recurrent respiratory papillomatosis is caused by human papillomavirus types 6 and 11, with laryngeal involvement requiring repeated surgical debulking using the CO2 laser, powered microdebrider, or cold steel instruments at microlaryngoscopy to restore and maintain the airway and voice. The condition is not curable and recurs regularly, requiring procedures every few weeks to months depending on growth rate. Adjuvant medical therapy is considered in severe cases with rapid recurrence. Bevacizumab, a VEGF inhibitor, administered intralesionally or intravenously has shown efficacy in reducing recurrence frequency. Cidofovir and interferon alpha have been used historically with variable results. HPV vaccination with the quadrivalent or nonavalent vaccine may reduce recurrence. Tracheostomy is avoided if possible to prevent tracheal seeding of papillomas.",medication_knowledge
What is the appropriate management of a deep neck space infection with descending necrotizing mediastinitis?,"Descending necrotizing mediastinitis is a life-threatening complication of deep neck space infection where infection spreads along fascial planes from the neck into the mediastinum. Mortality rates are high without prompt intervention. Management requires aggressive high-dose intravenous antibiotics with broad-spectrum coverage including anti-pseudomonal activity, such as piperacillin-tazobactam combined with metronidazole and anti-MRSA coverage with vancomycin when indicated. Surgical management requires both cervical drainage and mediastinal drainage, which may involve thoracotomy, video-assisted thoracoscopic surgery, or mediastinoscopy depending on the extent of involvement. Intensive care unit management with hemodynamic support, nutritional supplementation, and airway management by tracheostomy is essential. Source control including dental extraction or tonsillectomy may be required concurrently.",medication_knowledge
What is the management of facial nerve palsy following parotid surgery?,"Temporary facial nerve palsy following parotid surgery results from traction neuropraxia on the nerve during dissection and in most cases resolves within weeks to months with expectant management. Corticosteroids may be administered in the immediate postoperative period to reduce nerve edema. Eye care is critical to prevent exposure keratopathy: lubricating eye drops hourly during the day, ointment at night, moisture chamber glasses, and taping the eye closed at night are essential. Physiotherapy with facial exercises promotes neuromuscular reinnervation. In cases where the facial nerve was deliberately sacrificed for tumor clearance, immediate nerve grafting using the greater auricular nerve or sural nerve is the preferred reconstruction. Static slings and dynamic procedures including temporalis muscle transposition are options for long-standing palsy.",medication_knowledge
What is the first-line treatment for Bell's palsy?,"Bell's palsy is idiopathic acute peripheral facial nerve palsy most likely caused by reactivation of herpes simplex virus within the geniculate ganglion. Oral prednisolone is the cornerstone of treatment when started within 72 hours of onset, with the standard regimen of 50 to 60 mg daily for 5 days followed by a 5-day taper, significantly improving the rate and completeness of recovery. The addition of acyclovir or valacyclovir to corticosteroids provides modest additional benefit in severe palsy by addressing the presumed viral etiology. Eye protection including lubricating drops, ointment, and taping the eye at night is mandatory to prevent corneal exposure injury. Physiotherapy may help prevent synkinesis during recovery. Prognosis is favorable with complete recovery in approximately 85 percent of patients.",medication_knowledge
What is the role of radiotherapy in the management of head and neck cancers?,"Radiotherapy plays a central role in head and neck cancer management, either as definitive treatment for organ preservation, adjuvant therapy after surgery, or palliative treatment. For early laryngeal and oropharyngeal cancers, radiotherapy offers comparable cure rates to surgery while preserving organ function and voice. Concurrent chemoradiotherapy with cisplatin is the standard treatment for locally advanced head and neck squamous cell carcinoma not amenable to surgery, exploiting the radiosensitizing effect of platinum agents. Intensity-modulated radiotherapy allows precise dose delivery to tumor volumes while sparing adjacent critical structures including the spinal cord, parotid glands to reduce xerostomia, and mandible to reduce osteoradionecrosis risk. Prophylactic neck irradiation treats subclinical nodal disease. Post-radiotherapy complications include mucositis, xerostomia, dysphagia, and trismus.",medication_knowledge
What is the appropriate management of a foreign body in the airway?,"A foreign body in the airway constitutes an emergency. In complete obstruction, back blows and abdominal thrusts according to the Heimlich maneuver are performed immediately. In partial obstruction with maintained air entry, the patient is maintained in a position of comfort and transferred urgently to hospital without instrumentation attempts. Rigid bronchoscopy under general anaesthesia is the definitive procedure for removing an airway foreign body in children, allowing direct visualization and removal with optical forceps. Flexible bronchoscopy may be used in cooperative adults. Organic foreign bodies such as peanuts are particularly problematic as they swell and cause progressive inflammation and granulation tissue. Corticosteroids and bronchodilators treat associated bronchospasm and inflammation. Chest radiograph may show hyperinflation of the affected lung due to a ball-valve effect.",medication_knowledge
What are the adverse effects of systemic corticosteroids used in ENT management?,"Systemic corticosteroids are used in multiple ENT conditions including sudden sensorineural hearing loss, acute severe nasal polyps, Bell's palsy, and severe croup. Short courses of 5 to 14 days are generally well-tolerated but can cause insomnia, mood disturbance including euphoria or depression, increased appetite and fluid retention, transient hyperglycemia particularly problematic in diabetics, dyspepsia and peptic ulceration risk especially with concurrent NSAIDs, and adrenal suppression with abrupt discontinuation. Long-term systemic steroid use causes osteoporosis, Cushingoid features, hypertension, increased infection susceptibility, cataracts, and avascular necrosis of the femoral head. Proton pump inhibitors are recommended as gastroprotection during short corticosteroid courses when combined with NSAIDs or in patients with peptic ulcer history.",medication_knowledge
